,Unnamed: 0.1,Unnamed: 0,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,review rate number,calculated host listings count,availability 365,house_rules,availability_365
1936,1936,31750,18536861,West Village Walk-Up.,5866387498,verified,Jacqueline,Manhattan,West Village,40.73272,-74.00623,United States,US,True,flexible,Entire home/apt,2007.0,987,$197 ,5.0,4.0,4.0,1.0,0.0,"Please no smoking in the house.  As we are working professionals we are hoping you can share this space while you visit and we'd love to chat with you, but no parties please.",0.0
1937,1937,9389,6186881,Upper West Side Rm by Central Park!,89393849715,verified,Brooks,Manhattan,Upper West Side,40.78487,-73.97816,United States,US,True,flexible,Private room,2003.0,1049,$210 ,6.0,1.0,1.0,1.0,6.0,,6.0
1938,1938,63344,35986227,King Bed! New York City's newest and best hotel!,91569347417,verified,Bill,Manhattan,Midtown,40.75117,-73.98477,United States,US,False,moderate,Private room,2005.0,1170,$234 ,1.0,3.0,3.0,23.0,27.0,,27.0
1939,1939,19575,11812609,Lovely studio near Grand Central /You will love it,28365532122,verified,Mike,Manhattan,Midtown,40.75105,-73.97045,United States,US,False,flexible,Entire home/apt,2004.0,430,$86 ,30.0,0.0,5.0,52.0,297.0,"No pets and absolutely no smoking.  We expect guests to leave the place as they saw it when they first arrived and be clean, respectful, and responsible.",297.0
1940,1940,13099,8235914,"Clean, cozy, & renovated apartment",73951843230,unconfirmed,Madison,Manhattan,Greenwich Village,40.73007,-74.00193,United States,US,True,flexible,Entire home/apt,2016.0,190,$38 ,2.0,2.0,4.0,1.0,398.0,"SEE ABOVE NOTES.   Prefer REPEAT VISITORS, BUSINESS MEETINGS or family obligations, medical needs.  Good for a single or couple, probably not families. Free laundry. GREAT VIEW!",398.0
1941,1941,25173,14904384,1BR w/ Private Bath - Brooklyn Loft with Roof-deck,52265747540,unconfirmed,Melissa,Brooklyn,Clinton Hill,40.68878,-73.96156,United States,US,True,strict,Private room,2013.0,614,$123 ,5.0,4.0,2.0,1.0,0.0,,0.0
1942,1942,36087,20932186,"Home For Medical Professionals - ""The Xenon""",92100770293,unconfirmed,Stat,Brooklyn,East Flatbush,40.65245,-73.93752,United States,US,True,strict,Private room,2005.0,389,$78 ,30.0,0.0,5.0,43.0,346.0,,346.0
1943,1943,75901,42921458,"Stoner Abode in Bushwick
ADULTS ONLY!",26174849250,verified,Dee,Brooklyn,Bushwick,40.69018,-73.92166,United States,US,True,moderate,Private room,2017.0,757,$151 ,1.0,96.0,2.0,2.0,365.0,"We try to keep the atmosphere conducive to studying and resting and a couple of house-rules are in place to this end.  1. Towels and linens (sheets, blankets, and pillows) are NOT provided. The bed is twin size. 2. No smoking on the premises.  3. No loud music or TV etc.  4. Only for one person (no couples, no visitors). We seldom have visitors, let alone overnight guests. We know this will be a major turn-off to many people, but we believe we can find a like-minded roommate who can have fun outside the house.  5. If you are not sure about your check-out date, you can reserve the minimum days and extend your stay at a discounted rate.  6. Check-in time has to be coordinated at least 48 hours ahead. On arrival, a short registration process with a picture ID is needed in exchange for keys and wifi access.  7. Inside the apartment, we take off our outside shoes. So if you bring your own flip-flops, slippers or some kind of indoor shoes, that will be useful.",365.0
1944,1944,32238,18806383,Modern private bed & bath next to Barclays Center,69113301287,unconfirmed,Justine,Brooklyn,Prospect Heights,40.68081,-73.9729,United States,US,False,strict,Private room,2018.0,374,$75 ,1.0,41.0,3.0,1.0,0.0,Clean up and treat the home the way you'd like your home to be treated.  No smoking.,0.0
1945,1945,96853,54493248,New 2 Bedroom Totally Private Brooklyn Apartment,70143696665,unconfirmed,Hoover,Brooklyn,Cypress Hills,40.68237,-73.87291,United States,US,False,moderate,Entire home/apt,2007.0,1068,$214 ,5.0,22.0,2.0,3.0,60.0,,60.0
1946,1946,9256,6113425,Mod Glamor in Bed-Stuy Garden Flat,54378159840,verified,Consuelo,Brooklyn,Bedford-Stuyvesant,40.68297,-73.93804,United States,US,False,strict,Entire home/apt,2021.0,441,$88 ,2.0,3.0,3.0,1.0,121.0,"Please always be courteous to my neighbors and keep down noise, especially in hallways. I really love living here and want it to stay that way.  :)",121.0
1947,1947,90326,50888386,Private room near LGA Airport with queen bed,75978982003,unconfirmed,Juel,Queens,East Elmhurst,40.76582,-73.87153,United States,US,False,moderate,Private room,2016.0,890,$178 ,1.0,306.0,5.0,5.0,155.0,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",155.0
1948,1948,78737,44487781,Essex House Historic Condo/hotel,17008654777,verified,Haydee,Manhattan,Midtown,40.76579,-73.97701,United States,US,False,moderate,Entire home/apt,2015.0,152,$30 ,5.0,3.0,2.0,1.0,115.0,No smoking.  One's home is their sanctuary. Please treat mine with care. I've worked hard for it and try to make it as pleasant as possible for guests to stay.  :),115.0
1949,1949,100750,56645561,Private room in the heart of East village,57387972883,verified,Chris,Manhattan,East Village,40.72258,-73.98148,United States,US,True,strict,Private room,2020.0,797,$159 ,3.0,5.0,5.0,2.0,0.0,,0.0
1950,1950,17497,10664929,Sunny 1 bdrm w private outdoor deck in Greenpoint!,77065648498,verified,Gabriella,Brooklyn,Greenpoint,40.72748,-73.95272,United States,US,False,strict,Private room,2018.0,643,$129 ,3.0,0.0,4.0,1.0,0.0,"Keep in mind that you are staying in our home with us, this is not a rental property. No smoking. Please be mindful of others in our building with noise and late-night entry. No outside guests aside from those you list as staying with us. ",0.0
1951,1951,17798,10831171,Apartment in Ridgewood/Bushwick Neighborhood,13266329962,unconfirmed,Jon,Queens,Ridgewood,40.69968,-73.90697,United States,US,True,strict,Private room,2011.0,152,$30 ,2.0,0.0,5.0,1.0,0.0,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",0.0
1952,1952,58096,33087757,Modern private bedroom & bathroom trendy Brooklyn,85921814544,verified,Candacy,Brooklyn,Crown Heights,40.6711,-73.93226,United States,US,False,strict,Private room,2008.0,190,$38 ,2.0,8.0,3.0,1.0,154.0,,154.0
1953,1953,84745,47806000,"Spacious, Artsy Room!",62913842416,verified,Rachel,Manhattan,Harlem,40.81616,-73.93885,United States,US,True,moderate,Private room,2014.0,585,$117 ,2.0,3.0,4.0,2.0,266.0,,266.0
1954,1954,78833,44540802,Cozy charming room close to Prospect Park,27985992146,verified,Helen,Brooklyn,Prospect-Lefferts Gardens,40.65642,-73.96085,United States,US,False,moderate,Private room,2014.0,681,$136 ,14.0,7.0,3.0,1.0,173.0,We expect guests to treat this as they would their own home.  We don't allow pets.  We don't allow smoking.,173.0
1955,1955,39451,22790123,"Private room in Sunnyside, Queens",51376180953,unconfirmed,Heather,Queens,Sunnyside,40.74209,-73.92592,United States,US,False,strict,Private room,2010.0,681,$136 ,2.0,0.0,4.0,1.0,1.0,No smoking. No pet. No shoes in the house. Visitors are permitted in the common area only. Please use the dining room to enjoy your meals. Also please refrain using an electronic device while having your meal. Quiet time between 10:00pm-6:00am.,1.0
1956,1956,57125,32551474,Lindo Studio on Linden St-Ideal for Long Stays! A,69409883375,verified,Gonzalo And Nora,Brooklyn,Bushwick,40.7007,-73.91392,United States,US,False,strict,Entire home/apt,2020.0,815,$163 ,30.0,6.0,4.0,10.0,335.0,,335.0
1957,1957,96815,54472261,Great 4 Bedrooms with 4 private baths in ParkSlop.,64390406176,verified,Lou,Brooklyn,Sunset Park,40.66359,-73.99487,United States,US,True,moderate,Entire home/apt,2003.0,502,$100 ,1.0,33.0,3.0,5.0,113.0,,113.0
1958,1958,69169,39203375,"Entire Large Studio, Comfortable Queen Sized Bed,",95990198814,unconfirmed,Bianca,Brooklyn,Boerum Hill,40.68797,-73.98254,United States,US,True,strict,Entire home/apt,2014.0,570,$114 ,12.0,3.0,2.0,1.0,63.0,,63.0
1959,1959,13332,8364600,Glam Hipster Digs,81803372371,verified,Tamu,Brooklyn,Bushwick,40.69966,-73.93241,United States,US,False,flexible,Private room,2008.0,745,$149 ,2.0,41.0,5.0,1.0,299.0,"Please be respectful of other guests.  Keep the common areas clean and pick up after your self.  No loud music after 10:00PM.  It is a safe neighborhood but please, keep doors locked for safety No smoking in the house (smoking is allowed on the front or back decks).",299.0
1960,1960,40360,23292164,Cozy studio in Manhattan!,25134920967,verified,Marko,Manhattan,Upper East Side,40.78047,-73.95152,United States,US,False,flexible,Entire home/apt,2008.0,842,$168 ,1.0,3.0,2.0,1.0,5.0,This is a residential property. Quiet is important. No smoking. No pets.,5.0
1961,1961,71549,40517849,Brooklyn corner loft! Great views+elevator✌️,1543121914,unconfirmed,Shawn,Brooklyn,Williamsburg,40.70414,-73.93408,United States,US,True,flexible,Entire home/apt,2022.0,164,$33 ,6.0,34.0,4.0,1.0,76.0,,76.0
1962,1962,7504,5145795,3 bedroom brownstone duplex,24996824051,unconfirmed,Przemek,Brooklyn,Prospect Heights,40.67909,-73.97315,United States,US,False,moderate,Entire home/apt,2010.0,194,$39 ,5.0,17.0,3.0,1.0,75.0,Please treat my home with the same love and care you would give your own home.,75.0
1963,1963,73284,41476089,Modern Brooklyn Duplex with Private Rooftop,67099566593,verified,Renato,Brooklyn,Williamsburg,40.70488,-73.94101,United States,US,False,flexible,Private room,2018.0,288,$58 ,3.0,38.0,4.0,1.0,25.0,,25.0
1964,1964,18647,11300074,PRIME WILLIAMSBURG ROOM. ONE STOP FROM MANHATTAN,39838243628,unconfirmed,Valentina,Brooklyn,Williamsburg,40.71906,-73.95726,United States,US,False,moderate,Private room,2005.0,1106,$221 ,1.0,35.0,3.0,1.0,247.0,,247.0
1965,1965,84585,47717632,BRIGHT Modern Spacious East Village Studio Apt,88584902301,unconfirmed,Giovanni,Manhattan,Gramercy,40.7318,-73.98322,United States,US,True,strict,Entire home/apt,2009.0,146,$29 ,2.0,169.0,1.0,1.0,135.0,,135.0
1966,1966,66685,37831462,"""Mi casa es su casa"" Welcome home",53761660324,verified,Leonardo,Brooklyn,Williamsburg,40.71025,-73.96364,United States,US,True,moderate,Private room,2013.0,540,$108 ,2.0,60.0,3.0,2.0,0.0,,0.0
1967,1967,61894,35185392,NEW: LARGE SUN FILLED 1 BEDROOM IN HEART OF HARLEM,37571479226,unconfirmed,Makeda,Manhattan,East Harlem,40.81338,-73.93592,United States,US,True,moderate,Entire home/apt,2005.0,872,$174 ,30.0,1.0,4.0,1.0,155.0,,155.0
1968,1968,31394,18340242,Large Manhattan Suite,22851586506,verified,Sandia,Manhattan,Inwood,40.86408,-73.92257,United States,US,True,strict,Private room,2004.0,77,$15 ,30.0,3.0,2.0,2.0,0.0,"Enjoy our home and please leave it clean & tidy like you found it :) Thank you for not smoking. Sorry, no pets even though we love them. We have nice respectful neighbors so no loud music or parties.  Hanging out & music are fine just keep others in mind :) Thank you!",0.0
1969,1969,82908,46791424,Cozy Room in Brooklyn (5 min from J train),67685018500,unconfirmed,Holly,Brooklyn,Bedford-Stuyvesant,40.69268,-73.93054,United States,US,False,moderate,Private room,2018.0,1119,$224 ,5.0,1.0,3.0,1.0,6.0,,6.0
1970,1970,1942,2073903,Sunny Loft in Brooklyn next to Bedford L,41263985830,unconfirmed,Tara,Brooklyn,Williamsburg,40.71731,-73.95627,United States,US,False,flexible,Entire home/apt,2020.0,691,$138 ,30.0,0.0,4.0,1.0,12.0,,12.0
1971,1971,67512,38288214,Modern Style Meets Old World,86901912353,unconfirmed,Joaquin,Brooklyn,Sunset Park,40.6502,-74.00617,United States,US,True,strict,Private room,2014.0,931,$186 ,30.0,58.0,5.0,1.0,131.0,,131.0
1972,1972,65221,37022894,PRIVATE Bathroom 2min to subway+huge living,52812886233,verified,Shogo,Queens,Woodside,40.74302,-73.90443,United States,US,True,strict,Private room,2014.0,798,$160 ,30.0,1.0,3.0,125.0,0.0,,0.0
1973,1973,62277,35396923,Cozy Private Furnished Studio Near Manhattan,92111920599,verified,Alexander,Queens,Woodside,40.74418,-73.91136,United States,US,True,flexible,Private room,2009.0,809,$162 ,3.0,16.0,3.0,7.0,0.0,,0.0
1974,1974,68670,38927777,Bedford Bungalow  5  min cab from Williamsburg,24728890900,verified,Malcolm,Brooklyn,Bedford-Stuyvesant,40.69211,-73.95496,United States,US,True,moderate,Entire home/apt,2008.0,763,$153 ,1.0,61.0,5.0,1.0,113.0,,113.0
1975,1975,79803,45076533,Gorgeous private bedroom in Park Slope,67249551358,verified,Lara,Brooklyn,South Slope,40.66405,-73.98512,United States,US,False,flexible,Private room,2019.0,1120,$224 ,14.0,9.0,4.0,2.0,101.0,"Quiet hours 10pm -7AM. No additional people besides the reservation listing allowed in the apartment. Alcohol in moderation is allowed. No smoking, no drugs. Please, leave the apartment the way in which you found it! Females only.",101.0
1976,1976,13737,8588281,Studio Apartment in Safe Neighborhood.,73353854728,verified,Reed,Bronx,Pelham Bay,40.84721,-73.83222,United States,US,False,moderate,Entire home/apt,2012.0,858,$172 ,5.0,10.0,5.0,1.0,50.0,The Perfect home stay for clean and responsible person. Home is keep neat and clean at all times. Guest wipe up after themselves after using the kitchen. There is no smoking in home and no pets allowed in home. No overnight guest to keep the stay peaceful and quiet.,50.0
1977,1977,18331,11125547,Large Private Room in Hip Bushwick,13140101406,unconfirmed,Eleanor,Brooklyn,Bushwick,40.69918,-73.91316,United States,US,True,strict,Private room,2012.0,845,$169 ,2.0,5.0,1.0,1.0,0.0,,0.0
1978,1978,11862,7552719,2 BR in Theater Dist./Times Square,77128186159,unconfirmed,Fritz,Manhattan,Hell's Kitchen,40.76416,-73.98807,United States,US,False,flexible,Entire home/apt,2022.0,507,$101 ,2.0,8.0,1.0,1.0,353.0,"Please just don't be loud at night or in the morning, we are just one wall/ceiling away from neighbors.  Also, just respect our things, wash dishes, keep it clean - the usual! - and everything will be peachy keen.",353.0
1979,1979,58349,33227489,Upper East Side Quiet & Cozy Apartment,53648061970,unconfirmed,Anastasia,Manhattan,Upper East Side,40.76788,-73.95657,United States,US,False,strict,Entire home/apt,2016.0,574,$115 ,28.0,1.0,2.0,4.0,73.0,,73.0
1980,1980,44800,25744376,Villa in Astoria,14529460328,unconfirmed,Omar,Queens,Astoria,40.7708,-73.93084,United States,US,False,strict,Private room,2021.0,347,$69 ,3.0,0.0,4.0,1.0,5.0,,5.0
